question,options,answer,answer_idx,source,correctness,run_0_response_json,run_0_response_idx,run_0_response,run_0_options,run_1_response_json,run_1_response_idx,run_1_response,run_1_options,run_2_response_json,run_2_response_idx,run_2_response,run_2_options,run_3_response_json,run_3_response_idx,run_3_response,run_3_options,response_set,consistency,is_certain
"A long walk in the desert or the mountains can be exciting. And it's a great way to keep fit. If you carry a tent and some food, you can camp overnight. But wild places can be dangerous. Here's how you can enjoy walking and camping safely.
Before your trip
 Tell someone where you are going and when you expect to return. If you don't return on time, the people at home will know that you are lost or in trouble. They will know where to look for you.
 Make sure you've got a good map of the area that you're going to.
 Make sure you've packed the right equipment for your activities. The desert is often hot, but nights can be very cold, and sometimes there are big rainstorms. In the mountains, the weather can change suddenly. A sunny day can turn cold and cloudy quickly.
The tools for survival 
Sunglasses, sun hat, sun cream, windproof jacket, good walking shoes or boots, food, water, maps, compass, first-aid kit, matches, rope, knife, ground sheet,
the pack to carry your equipment.
What to do if you get lost
 If you're in a car and it has broken down, stay with your car.
 If you are not traveling by car, make yourself easy to see. A signal fire can be seen at night. During the day, smoke may be used to show where you are. A brightly-colored blanket  may help rescuers to find you.
 Stay where you are.
 If you walk for any reason, avoid walking during the hottest part of the day. Morning and evening walking is better for saving your energy water.
 Keep yourself away from the rain, wind and sun, but remember: try to make yourself be in sight.

What can we know from the passage?","['We should leave our car when it breaks down in the desert.', 'We have to keep walking while the sun is shining brightly.', 'It is a secret for us to tell where to go or when to return.', 'A map and a compass will show the right direction to us.']",A map and a compass will show the right direction to us.,0,race,1.0,"{'proba': [0.05, 0.05, 0.85, 0.05], 'response_idx': 2}",2,A map and a compass will show the right direction to us.,"['We should leave our car when it breaks down in the desert.', 'We have to keep walking while the sun is shining brightly.', 'It is a secret for us to tell where to go or when to return.', 'A map and a compass will show the right direction to us.']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,A map and a compass will show the right direction to us.,"['We should leave our car when it breaks down in the desert.', 'We have to keep walking while the sun is shining brightly.', 'It is a secret for us to tell where to go or when to return.', 'A map and a compass will show the right direction to us.']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,A map and a compass will show the right direction to us.,"['We should leave our car when it breaks down in the desert.', 'We have to keep walking while the sun is shining brightly.', 'It is a secret for us to tell where to go or when to return.', 'A map and a compass will show the right direction to us.']","{'proba': [0.05, 0.05, 0.1, 0.8], 'response_idx': 3}",3,A map and a compass will show the right direction to us.,"['We should leave our car when it breaks down in the desert.', 'We have to keep walking while the sun is shining brightly.', 'It is a secret for us to tell where to go or when to return.', 'A map and a compass will show the right direction to us.']",{'A map and a compass will show the right direction to us.'},1.0,True
A scientist conducts an experiment on the growth rate of a specific species of plant. Which of these is needed for the data to be relied upon by other scientists?,"['Results of the investigation must be recorded accurately.', 'The investigation needs to be performed by well-known scientists.', 'Equipment used in the investigation must be new.', 'The investigation must use many variables.']",Results of the investigation must be recorded accurately.,0,arc,1.0,"{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,Results of the investigation must be recorded accurately.,"['Results of the investigation must be recorded accurately.', 'The investigation needs to be performed by well-known scientists.', 'Equipment used in the investigation must be new.', 'The investigation must use many variables.']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,Results of the investigation must be recorded accurately.,"['Results of the investigation must be recorded accurately.', 'The investigation needs to be performed by well-known scientists.', 'Equipment used in the investigation must be new.', 'The investigation must use many variables.']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,Results of the investigation must be recorded accurately.,"['Results of the investigation must be recorded accurately.', 'The investigation needs to be performed by well-known scientists.', 'Equipment used in the investigation must be new.', 'The investigation must use many variables.']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,Results of the investigation must be recorded accurately.,"['Results of the investigation must be recorded accurately.', 'The investigation needs to be performed by well-known scientists.', 'Equipment used in the investigation must be new.', 'The investigation must use many variables.']",{'Results of the investigation must be recorded accurately.'},1.0,True
What is happens when someone comes back from death?,"['human experience', 'decomposition', 'zombie', 'rebirth']",rebirth,0,csqa,0.75,"{'proba': [0.1, 0.2, 0.4, 0.3], 'response_idx': 2}",2,rebirth,"['human experience', 'decomposition', 'zombie', 'rebirth']","{'proba': [0.1, 0.3, 0.5, 0.1], 'response_idx': 2}",2,rebirth,"['human experience', 'decomposition', 'zombie', 'rebirth']","{'proba': [0.1, 0.1, 0.2, 0.6], 'response_idx': 3}",3,zombie,"['human experience', 'decomposition', 'zombie', 'rebirth']","{'proba': [0.1, 0.1, 0.2, 0.6], 'response_idx': 3}",3,rebirth,"['human experience', 'decomposition', 'zombie', 'rebirth']","{'zombie', 'rebirth'}",0.75,False
Which event most changes an ecosystem in a single day?,"['succession', 'decomposition', 'wildfire', 'drought']",wildfire,0,arc,1.0,"{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,wildfire,"['succession', 'decomposition', 'wildfire', 'drought']","{'proba': [0.1, 0.2, 0.1, 0.6], 'response_idx': 3}",3,wildfire,"['succession', 'decomposition', 'wildfire', 'drought']","{'proba': [0.1, 0.1, 0.2, 0.6], 'response_idx': 3}",3,wildfire,"['succession', 'decomposition', 'wildfire', 'drought']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,wildfire,"['succession', 'decomposition', 'wildfire', 'drought']",{'wildfire'},1.0,True
Who became leader of the Bosnian Serbs in 1992?,"['radovan karadzic', 'dragan dabic', 'dragan david dabić', 'radovan karadžic']",radovan karadzic,0,trivia,0.5,"{'proba': [0.05, 0.05, 0.45, 0.45], 'response_idx': 2}",2,radovan karadžic,"['radovan karadzic', 'dragan dabic', 'dragan david dabić', 'radovan karadžic']","{'proba': [0.05, 0.85, 0.85, 0.05], 'response_idx': 1}",1,radovan karadžic,"['radovan karadzic', 'dragan dabic', 'dragan david dabić', 'radovan karadžic']","{'proba': [0.4, 0.4, 0.1, 0.1], 'response_idx': 0}",0,radovan karadzic,"['radovan karadzic', 'dragan dabic', 'dragan david dabić', 'radovan karadžic']","{'proba': [0.9, 0.05, 0.03, 0.02], 'response_idx': 0}",0,radovan karadzic,"['radovan karadzic', 'dragan dabic', 'dragan david dabić', 'radovan karadžic']","{'radovan karadžic', 'radovan karadzic'}",0.75,False
Which country does the airline Garuda come from?,"['world s most populous muslim nation', 'indnonesia', 'unitary state of republic of indonesia', 'indonesia']",indonesia,0,trivia,1.0,"{'proba': [0.1, 0.4, 0.4, 0.1], 'response_idx': 2}",2,indonesia,"['world s most populous muslim nation', 'indnonesia', 'unitary state of republic of indonesia', 'indonesia']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,indonesia,"['world s most populous muslim nation', 'indnonesia', 'unitary state of republic of indonesia', 'indonesia']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,indonesia,"['world s most populous muslim nation', 'indnonesia', 'unitary state of republic of indonesia', 'indonesia']","{'proba': [0.1, 0.4, 0.1, 0.4], 'response_idx': 3}",3,indonesia,"['world s most populous muslim nation', 'indnonesia', 'unitary state of republic of indonesia', 'indonesia']",{'indonesia'},1.0,True
"In 1993, Michael Jackson give his first TV interview in 14 years with which talk show presenter?","['harpo radio inc', 'oprah winfrey', 'oprah winfery', 'oprahism']",oprah winfrey,0,trivia,1.0,"{'proba': [0.1, 0.0, 0.9, 0.0], 'response_idx': 2}",2,oprah winfrey,"['harpo radio inc', 'oprah winfrey', 'oprah winfery', 'oprahism']","{'proba': [0.1, 0.1, 0.8, 0.0], 'response_idx': 2}",2,oprah winfrey,"['harpo radio inc', 'oprah winfrey', 'oprah winfery', 'oprahism']","{'proba': [0.1, 0.8, 0.0, 0.1], 'response_idx': 3}",3,oprah winfrey,"['harpo radio inc', 'oprah winfrey', 'oprah winfery', 'oprahism']","{'proba': [0.05, 0.9, 0.02, 0.03], 'response_idx': 1}",1,oprah winfrey,"['harpo radio inc', 'oprah winfrey', 'oprah winfery', 'oprahism']",{'oprah winfrey'},1.0,True
Many fertilizers contain organic materials that are helpful to an orchard but have a different effect when rain causes them to run off into a freshwater ecosystem. How does the addition of organic waste from fertilizers most commonly affect freshwater ecosystems?,"['decreasing oxygen levels', 'increasing biodiversity', 'decreasing algae blooms', 'increasing water clarity']",decreasing oxygen levels,0,arc,1.0,"{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,decreasing oxygen levels,"['decreasing oxygen levels', 'increasing biodiversity', 'decreasing algae blooms', 'increasing water clarity']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,decreasing oxygen levels,"['decreasing oxygen levels', 'increasing biodiversity', 'decreasing algae blooms', 'increasing water clarity']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,decreasing oxygen levels,"['decreasing oxygen levels', 'increasing biodiversity', 'decreasing algae blooms', 'increasing water clarity']","{'proba': [0.8, 0.1, 0.05, 0.05], 'response_idx': 0}",0,decreasing oxygen levels,"['decreasing oxygen levels', 'increasing biodiversity', 'decreasing algae blooms', 'increasing water clarity']",{'decreasing oxygen levels'},1.0,True
"Which factor most accurately describes the statement ""Survival of the fittest"" in relation to natural selection?","['the amount of food an organism obtains', 'the ability to withstand environmental extremes', 'the mutation rate', 'the ability of offspring to reproduce']",the ability of offspring to reproduce,0,arc,1.0,"{'proba': [0.1, 0.2, 0.2, 0.5], 'response_idx': 3}",3,the ability of offspring to reproduce,"['the amount of food an organism obtains', 'the ability to withstand environmental extremes', 'the mutation rate', 'the ability of offspring to reproduce']","{'proba': [0.2, 0.5, 0.2, 0.1], 'response_idx': 1}",1,the ability of offspring to reproduce,"['the amount of food an organism obtains', 'the ability to withstand environmental extremes', 'the mutation rate', 'the ability of offspring to reproduce']","{'proba': [0.1, 0.2, 0.2, 0.5], 'response_idx': 3}",3,the ability of offspring to reproduce,"['the amount of food an organism obtains', 'the ability to withstand environmental extremes', 'the mutation rate', 'the ability of offspring to reproduce']","{'proba': [0.2, 0.25, 0.2, 0.35], 'response_idx': 3}",3,the ability of offspring to reproduce,"['the amount of food an organism obtains', 'the ability to withstand environmental extremes', 'the mutation rate', 'the ability of offspring to reproduce']",{'the ability of offspring to reproduce'},1.0,True
"Mr. Brown is a teacher. He is from New York, America. He would like to work in China because he likes our country. He thinks Chinese people are very friendly and he likes to live in China. He is happy to work in our school. He likes the school life here. He teaches English. There are 50 students in his class. Mr. Brown is kind. He and his students are good friends, too.
Now some of Mr. Brown's students play sports on the playground . Bill and Mike play tennis. Tom and John play ping-pong. The other students play basketball. Mr. Brown is happy to play basketball with them. They have a good time.
,,.

Which one is NOT right?","['Tom plays ping-pong with John.', 'The students on the playground have a nice time.', 'Mr. Brown plays basketball with his students.', 'All of the students play on the playground.']",All of the students play on the playground.,0,race,1.0,"{'proba': [0.1, 0.2, 0.4, 0.3], 'response_idx': 0}",0,All of the students play on the playground.,"['Tom plays ping-pong with John.', 'The students on the playground have a nice time.', 'Mr. Brown plays basketball with his students.', 'All of the students play on the playground.']","{'proba': [0.1, 0.3, 0.2, 0.4], 'response_idx': 0}",0,All of the students play on the playground.,"['Tom plays ping-pong with John.', 'The students on the playground have a nice time.', 'Mr. Brown plays basketball with his students.', 'All of the students play on the playground.']","{'proba': [0.1, 0.2, 0.4, 0.3], 'response_idx': 0}",0,All of the students play on the playground.,"['Tom plays ping-pong with John.', 'The students on the playground have a nice time.', 'Mr. Brown plays basketball with his students.', 'All of the students play on the playground.']","{'proba': [0.1, 0.2, 0.3, 0.4], 'response_idx': 3}",3,All of the students play on the playground.,"['Tom plays ping-pong with John.', 'The students on the playground have a nice time.', 'Mr. Brown plays basketball with his students.', 'All of the students play on the playground.']",{'All of the students play on the playground.'},1.0,True
"If a book sitting on a flat table starts to move horizontally, it is most likely moving because","['a balanced force is being applied.', 'a gravitational force is being exerted.', 'a frictional force is being exerted.', 'an unbalanced force is being applied.']",an unbalanced force is being applied.,0,arc,1.0,"{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,an unbalanced force is being applied.,"['a balanced force is being applied.', 'a gravitational force is being exerted.', 'a frictional force is being exerted.', 'an unbalanced force is being applied.']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,an unbalanced force is being applied.,"['a balanced force is being applied.', 'a gravitational force is being exerted.', 'a frictional force is being exerted.', 'an unbalanced force is being applied.']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,an unbalanced force is being applied.,"['a balanced force is being applied.', 'a gravitational force is being exerted.', 'a frictional force is being exerted.', 'an unbalanced force is being applied.']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,an unbalanced force is being applied.,"['a balanced force is being applied.', 'a gravitational force is being exerted.', 'a frictional force is being exerted.', 'an unbalanced force is being applied.']",{'an unbalanced force is being applied.'},1.0,True
"Learning English is just like learning to ride a bicycle. When learning English becomes a kind of habit, everything will become easier.
Please think about how we learned to ride a bicycle. There are four stages  : At the first stage, the child doesn't know what it is to ride a bicycle, nor can he ride. So look at ourselves, when we learned English at the first time, we were also in this condition.
And then is the second stage. Although the child cannot ride himself, he grows and understands what it is to ride a bicycle. So, at this time, teachers are our navigation   marks.
So according to this, we are just like the child starting to learn and now come to the third stage. He can ride a bicycle but has to think every time how to do it.
At last, the fourth stage comes when the child has practiced consciously   riding the bicycle so much that he doesn't have to think. Riding a bicycle becomes a kind of habit. He can talk to people and wave   to others while riding.
Learning English is just like learning to ride a bicycle. When learning becomes a kind of habit, we'll find we can be successful not only in English but also in other subjects. When learning becomes a kind of habit, I think, no, I believe, one day we'll succeed and the success will belong to us forever.
,,.

When we learned English for the first time, we didn't know   _   .","['what it was to ride a bicycle', 'we were riding a bike', 'we were in this condition', 'what English was']",what English was,0,race,0.25,"{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,we were in this condition,"['what it was to ride a bicycle', 'we were riding a bike', 'we were in this condition', 'what English was']","{'proba': [0.1, 0.2, 0.6, 0.1], 'response_idx': 2}",2,what English was,"['what it was to ride a bicycle', 'we were riding a bike', 'we were in this condition', 'what English was']","{'proba': [0.1, 0.1, 0.6, 0.2], 'response_idx': 2}",2,we were in this condition,"['what it was to ride a bicycle', 'we were riding a bike', 'we were in this condition', 'what English was']","{'proba': [0.1, 0.1, 0.6, 0.2], 'response_idx': 2}",2,we were in this condition,"['what it was to ride a bicycle', 'we were riding a bike', 'we were in this condition', 'what English was']","{'what English was', 'we were in this condition'}",0.75,False
