question,options,answer,answer_idx,source
Vehicles from which country use the international registration letters KWT?,"['kuwait', 'state of kuwait', 'koweït', 'state kuwait']",kuwait,0,trivia
Whose first hit was Maybellene in 1955?,"['chuck berry', 'charles edward anderson 22chuck 22 berry', 'chuck barry', 'chuck berrie']",chuck berry,0,trivia
"Why are coal, oil, and natural gas called fossil fuels?","['They formed from the remains of prehistoric plants and animals.', 'They were once fossils.', 'They were formed in prehistoric times.', 'They are used to heat our homes and businesses.']",They formed from the remains of prehistoric plants and animals.,0,arc
"Who wants to carry a _ bag to school? No children. Nobody wants one shoulder to be lower than the other, and paining  too. In India, most of us would look at the reduction  of textbooks as a way out. But in a country like America, there are always more choices. A company called Goreader has created a ""school bag"" which is the size of a laptop computer, weighing about 2.5kg. The Goreader has a colour screen and can ""hold"" all the textbooks that a student may need, says a report in ""The Asian Age"" newspaper.
The company plans to work closely with the publishers of test books so that these books can be supplied on the Internet. All the students will have to download their textbooks. Making notes and marking important parts of a lesson can be done just as lots of students have done on their textbooks before.
At present, the plan is being tested out in a university. Richard Katzmann, the owner of the company is having his creation tested at Chicago's DePaul University, where he studied. Does that mean it is goodbye to the newspaper, and the smell of the black ink?

When the new machine is used, it is possible that   _  .","['students might study without paper textbooks', 'students might study harder', 'students might study at home', 'students might not need teachers']",students might study without paper textbooks,0,race
Oran international airport is in which country?,"['algeria', 'people s democratic republic of algeria', 'algerian people s democratic republic', 'dzayer']",algeria,0,trivia
In which jumping event did Carl Lewis win Olympic gold's?,"['long jump', 'longjumper', 'longjump', 'farthest jumper']",long jump,0,trivia
"The man passed out from drinking alcohol, what did his brain suffer from?","['toxicity', 'get pregnant', 'throwing up', 'tumor', 'frequent urination']",toxicity,0,csqa
"In the 1500s, Nicolaus Copernicus proposed a new theory on the heliocentric structure of the solar system. Which of these statements best describes this new theory?","['The Sun is at the center of the solar system.', 'Earth is at the center of the solar system.', 'There are eight planets in the solar system.', 'Moons have circular orbits in the solar system.']",The Sun is at the center of the solar system.,0,arc
Safe practices in the laboratory include all of these except,"['performing each step quickly.', 'tying back long hair.', 'wearing safety goggles.', 'wiping up spills immediately.']",performing each step quickly.,0,arc
"""What one word was intentionally left out of the movie version of Mario Puzo's novel, """"The Godfather"""". even though this word was the working title of the book?""","['mafia', 'maffia', 'maffias', 'moffias']",mafia,0,trivia
A scientist investigated the effect of workplace stress on heart disease in humans. Men of various ages were divided into two groups based on whether they described their work as very stressful or not very stressful. During the one year investigation the scientist monitored the heart health of each man. What was the bias in this investigation?,"['The investigation tested only men.', 'The investigation only lasted one year.', 'The only organ studied was the heart.', 'The age of the participants varied.']",The investigation tested only men.,0,arc
"About five hundred years ago, an earthquake happened in a small village. Luckily for them, it didn't destroy   anything and no one was hurt. But a large stone fell from a nearby mountain and stopped in the middle of the road. When the earthquake stopped, many people came to the road and saw the stone. Some of the strongest men wanted to move it away, they tried again and again but at last they failed. ""Well,"" they said sadly ,""there's nothing we can do about it, we'll have to change the way."" At this time a boy of 12 years old said , "" I think I can move the stone away."" ""You?"" all the strong men laughed at the boy, ""What are you talking about ?""
The next morning people were all surprised to see that the stone was gone. It wasn't on the road any longer and it wasn't even near the road. The boy smiled and said ""I _ it.""
The people looked rather surprised. ""You see,"" he said , ""I dug   a deep hole next to the stone and I dug a small incline   up to the stone and the stone rolled down into the hole itself. Then I covered it with earth. ""The villagers shouted ""Clever boy! Clever boy!"" and some of them said, "" Why didn't we think out this good idea ?""

Finally, the large stone was   _  .","['in the earth', 'in the house', 'in the river', 'on the road side']",in the earth,0,race
Which Yuri was president of the USSR for two years after heading the KGB for 15 years?,"['andropov', 'yuri andropov', 'jurij andropov', 'jurij vladimirovic andropov']",andropov,0,trivia
What was Clive Sinclair's personal transport vehicle called?,"['c5', 'c5 disambiguation', 'c v', 'c05']",c5,0,trivia
"Everyone wants to be healthy. We know food is very important to us. There is an old saying-----""An apple a day keeps the doctor away."" There is lots of healthy food in our life.
Fruit and vegetables are healthy food, but hamburgers and candy are not healthy food. So you can have more bananas, apples, oranges, tomatoes and onions. They are good for us. But you'd better  not have  hamburgers or candy. They are bad for us.
For drinks, juice and milk are healthy but Coke isn't healthy. Ice cream isn't good either. Healthy food can drinks make us strong and happy.

What kind of food is healthy for us?","['Oranges.', 'Hamburgers.', 'Candy.', 'Ice cream.']",Oranges.,0,race
